,Age Group,Age,Education,Marital_Status,Income Group,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Children,Month,Year,TotalPurchases,TotalProducts,AtLeast1Cmp
1357,Old Adult,68,PhD,Single,Upper Middle,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,4,2014,18,634,0
1358,Middle Aged,51,Graduation,Single,High Income,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,12,2013,18,1918,0
1359,Middle Aged,43,Master,Single,Low Income,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,2,10,2013,7,131,0
1360,Middle Aged,46,Graduation,Together,Upper Middle,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,2,9,2012,16,586,0
1361,Young Adult,22,Basic,Married,Low Income,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,0,1,11,2013,5,62,1
1362,Middle Aged,40,Graduation,Divorced,Upper Middle,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,2,5,2013,14,447,0
1364,Young Adult,37,Master,Divorced,Upper Middle,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,7,2013,11,797,1
1365,Middle Aged,56,Master,Single,High Income,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,1,9,2012,15,1143,0
1366,Young Adult,38,Graduation,Single,Lower Middle,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,1,11,2013,14,415,0
1367,Middle Aged,41,Graduation,Married,Lower Middle,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,1,11,2013,4,30,0
1368,Middle Aged,46,Master,Divorced,Lower Middle,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,1,12,2013,9,187,0
1369,Middle Aged,56,Graduation,Married,Upper Middle,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,1,5,2014,10,251,0
1370,Young Adult,39,Graduation,Single,Upper Middle,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,1,4,2014,10,237,0
1371,Middle Aged,54,Master,Together,Lower Middle,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,2,12,2013,6,91,0
1372,Middle Aged,49,Master,Single,Lower Middle,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,3,5,2013,4,35,0
1373,Middle Aged,54,PhD,Divorced,Lower Middle,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,10,2012,16,493,1
1374,Middle Aged,45,PhD,Married,Upper Middle,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,1,3,2013,23,971,0
1375,Middle Aged,54,Graduation,Single,Lower Middle,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,1,12,2012,13,371,0
1376,Young Adult,39,Graduation,Single,Upper Middle,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,3,12,2013,14,396,0
1377,Young Adult,29,Graduation,Married,Low Income,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,0,1,8,2013,5,68,1
1378,Middle Aged,43,Master,Together,Upper Middle,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,6,2013,12,322,1
1379,Middle Aged,44,Master,Together,Upper Middle,51622.0947845805,39,187,5,65,26,20,14,2,4,2,6,5,0,1,4,2013,12,317,0
1380,Middle Aged,59,Master,Divorced,Lower Middle,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,1,5,2014,9,222,0
1381,Middle Aged,58,Master,Together,Upper Middle,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,2,7,2013,8,177,0
1382,Middle Aged,56,Graduation,Together,Upper Middle,51622.0947845805,87,19,4,12,2,2,6,1,1,0,3,5,0,2,9,2012,4,45,0
1383,Middle Aged,50,Master,Single,Upper Middle,51622.0947845805,49,5,1,9,2,0,4,1,1,0,2,7,0,2,1,2014,3,21,0
1384,Middle Aged,41,Graduation,Married,Low Income,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,1,10,2012,5,45,0
1385,Old Adult,66,Graduation,Married,High Income,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,0,0,1,2014,20,1899,1
1386,Middle Aged,42,PhD,Together,Upper Middle,51622.0947845805,17,25,1,13,0,0,3,1,1,0,3,7,0,1,3,2014,4,42,0
1387,Young Adult,38,Master,Together,Low Income,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,2,8,2013,4,22,0
1388,Young Adult,34,Graduation,Together,Lower Middle,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,2,12,2012,4,41,0
1389,Young Adult,35,Graduation,Together,High Income,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,5,2014,20,1440,0
1390,Middle Aged,42,Master,Married,Upper Middle,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,2,10,2013,11,325,0
1391,Middle Aged,41,Graduation,Together,Low Income,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,1,10,2013,7,95,0
1392,Middle Aged,42,PhD,Together,Lower Middle,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,1,3,2014,4,42,0
1393,Young Adult,39,Master,Single,Lower Middle,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,2,11,2012,4,72,0
1394,Middle Aged,42,PhD,Married,Low Income,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,1,5,2014,5,20,0
1395,Middle Aged,58,Master,Married,Upper Middle,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,2,7,2013,21,789,0
1396,Middle Aged,40,Graduation,Divorced,Lower Middle,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,2,5,2014,3,15,0
1397,Middle Aged,42,Graduation,Divorced,Low Income,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,1,2,2014,6,59,0
1398,Middle Aged,46,Master,Divorced,Upper Middle,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,1,4,2013,21,908,0
1399,Middle Aged,45,PhD,Married,Upper Middle,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,2,12,2012,12,417,0
1400,Middle Aged,53,Graduation,Married,Upper Middle,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,2,8,2012,11,289,0
1401,Middle Aged,42,Graduation,Married,Upper Middle,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,1,3,2014,20,769,0
1402,Old Adult,61,Graduation,Married,Lower Middle,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,1,4,2014,8,188,0
1403,Middle Aged,57,Graduation,Single,Lower Middle,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,1,8,2012,11,354,0
1404,Middle Aged,44,Master,Married,Lower Middle,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,1,10,2012,20,727,0
1405,Middle Aged,47,PhD,Married,Lower Middle,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,2,8,2012,7,146,0
1406,Old Adult,63,Master,Together,Lower Middle,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,1,4,2013,12,319,0
1407,Old Adult,61,Master,Married,Upper Middle,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,1,12,2013,20,794,0
1408,Old Adult,64,Graduation,Married,Upper Middle,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,1,9,2012,15,454,0
1409,Old Adult,61,PhD,Divorced,Lower Middle,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,2,9,2012,7,152,0
1410,Young Adult,37,PhD,Married,High Income,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,1,9,2012,21,797,0
1411,Middle Aged,42,Graduation,Married,High Income,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,5,2013,14,1690,1
1412,Middle Aged,45,Master,Married,Lower Middle,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,2,2,2014,3,20,0
1413,Old Adult,70,Graduation,Married,High Income,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,1,2014,20,1428,1
1414,Young Adult,24,Graduation,Single,Low Income,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,1,2,2013,8,209,0
1415,Young Adult,35,Graduation,Single,Upper Middle,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,1,6,2013,15,545,0
1416,Middle Aged,48,Basic,Together,Low Income,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,1,2013,5,96,0
1417,Old Adult,66,Graduation,Together,Upper Middle,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,2,2014,9,222,0
1418,Middle Aged,42,Graduation,Married,Lower Middle,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,3,3,2014,5,61,0
1419,Middle Aged,41,Graduation,Married,Low Income,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,2,1,2014,6,44,0
1420,Middle Aged,42,PhD,Together,Low Income,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,3,4,2014,3,8,0
1421,Middle Aged,42,Master,Single,Upper Middle,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,10,2013,22,817,0
1422,Middle Aged,48,Graduation,Single,Upper Middle,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,11,2012,19,1371,1
1423,Middle Aged,45,PhD,Together,Upper Middle,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,1,2,2014,4,42,0
1424,Middle Aged,55,Graduation,Married,Low Income,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,12,2012,4,60,0
1425,Middle Aged,44,Graduation,Married,Low Income,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,1,5,2013,6,78,0
1426,Middle Aged,40,PhD,Married,Low Income,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,4,2013,3,23,0
1427,Middle Aged,42,PhD,Married,Lower Middle,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,1,9,2013,3,19,0
1428,Middle Aged,56,Master,Single,Lower Middle,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,2,3,2014,5,61,0
1429,Middle Aged,42,Graduation,Single,Low Income,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,3,2013,13,449,0
1430,Young Adult,31,Master,Married,Low Income,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,1,4,2013,4,37,0
1431,Middle Aged,41,Master,Divorced,Low Income,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,1,2,2014,4,38,0
1432,Young Adult,29,Graduation,Married,High Income,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,12,2013,22,1131,1
1433,Middle Aged,41,Graduation,Single,Low Income,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,2,12,2013,5,34,0
1434,Middle Aged,47,Graduation,Divorced,High Income,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,2,10,2013,12,294,0
1435,Young Adult,35,Master,Married,Low Income,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,0,2,5,2013,4,48,1
1436,Middle Aged,53,Graduation,Married,Upper Middle,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,2,8,2012,11,289,0
1437,Young Adult,28,Master,Together,Low Income,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,1,2013,3,30,0
1438,Middle Aged,50,Graduation,Married,Lower Middle,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,4,2014,6,125,0
1439,Young Adult,31,Graduation,Married,Lower Middle,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,1,2,2013,7,156,0
1440,Old Adult,62,Graduation,Together,Low Income,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,2,7,2013,6,70,0
1441,Old Adult,65,Master,Married,Lower Middle,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,2,9,2013,3,22,0
1442,Young Adult,35,Graduation,Together,Low Income,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,1,9,2012,6,65,0
1443,Old Adult,66,Master,Widow,High Income,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,10,2012,20,1930,1
1444,Old Adult,68,Graduation,Together,High Income,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,0,9,2013,22,2283,1
1445,Middle Aged,56,Graduation,Married,Upper Middle,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,10,2013,12,310,0
1446,Middle Aged,43,Master,Married,High Income,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,12,2012,17,1319,0
1447,Middle Aged,57,Graduation,Married,Upper Middle,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,0,1,12,2012,22,879,1
1448,Young Adult,32,PhD,Together,High Income,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,10,2013,16,1244,0
1449,Middle Aged,41,Master,Together,High Income,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,1,3,2014,13,690,0
1450,Middle Aged,42,Graduation,Together,Lower Middle,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,1,2,2013,9,209,0
1451,Middle Aged,49,Graduation,Married,High Income,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,6,2014,16,1134,0
1452,Old Adult,61,Graduation,Single,High Income,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,11,2013,22,1507,0
1453,Middle Aged,47,PhD,Single,Lower Middle,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,1,9,2013,5,57,0
1454,Middle Aged,49,PhD,Together,Low Income,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,8,2012,15,529,0
1455,Middle Aged,45,Graduation,Together,High Income,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,6,2014,15,1091,0
1456,Middle Aged,43,Graduation,Divorced,Lower Middle,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,1,10,2012,8,180,0
1457,Middle Aged,42,Graduation,Together,Low Income,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,2,1,2013,6,77,0
1458,Middle Aged,44,Graduation,Single,High Income,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,0,0,2,2014,25,2349,1
1459,Middle Aged,40,PhD,Married,Lower Middle,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,9,2012,16,534,0
1460,Old Adult,64,Master,Widow,Upper Middle,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,1,1,2014,17,556,1
1461,Middle Aged,55,Graduation,Together,Upper Middle,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,1,1,8,2013,18,637,0
1462,Middle Aged,59,PhD,Together,Lower Middle,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,2,4,2014,4,46,1
1463,Young Adult,36,Graduation,Together,Low Income,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,1,6,2014,6,44,0
1464,Young Adult,28,Master,Married,Low Income,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,1,7,2013,4,47,0
1465,Middle Aged,51,Master,Divorced,Lower Middle,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,1,6,2013,18,795,0
1466,Old Adult,61,Graduation,Married,Lower Middle,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,1,2,2013,17,586,0
1467,Old Adult,62,Graduation,Together,High Income,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,5,2013,19,1574,1
1468,Old Adult,64,PhD,Married,Lower Middle,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,2,2,2014,3,13,0
1469,Middle Aged,44,Graduation,Together,Upper Middle,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,1,1,2013,21,1471,0
1470,Middle Aged,44,Master,Married,Low Income,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,2,12,2013,5,65,0
1471,Young Adult,37,Graduation,Married,Low Income,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,1,5,2013,8,175,0
1472,Middle Aged,48,Graduation,Single,Low Income,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,1,4,2013,4,40,0
1473,Middle Aged,45,PhD,Married,High Income,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,0,2,9,2012,17,1078,1
1474,Middle Aged,56,Graduation,Married,Upper Middle,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,1,11,2012,19,1115,0
1475,Old Adult,60,Graduation,Together,Lower Middle,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,1,2,2013,7,134,0
1476,Middle Aged,58,Master,Single,Upper Middle,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,11,2012,22,1540,0
1477,Middle Aged,44,PhD,Married,Upper Middle,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,1,11,2013,6,87,0
1478,Young Adult,27,Master,Single,Lower Middle,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,10,2013,9,217,0
1479,Middle Aged,53,PhD,Married,Upper Middle,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,0,1,1,2014,25,1034,1
1480,Young Adult,35,Graduation,Single,Upper Middle,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,1,4,2013,24,1180,0
1481,Middle Aged,54,Graduation,Together,Upper Middle,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,1,8,2012,20,819,0
1482,Young Adult,33,Master,Together,Low Income,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,1,10,2013,4,32,0
1483,Young Adult,34,Graduation,Married,Low Income,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,1,8,2013,4,46,0
1484,Young Adult,38,Master,Together,High Income,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,1,8,2012,16,1159,0
1485,Young Adult,38,Master,Single,High Income,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,1,3,2013,22,860,0
1486,Middle Aged,44,Master,Together,High Income,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,6,2014,14,1631,0
1487,Old Adult,68,PhD,Together,Upper Middle,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,3,6,2014,15,444,1
1488,Middle Aged,59,Graduation,Married,High Income,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,1,1,2013,27,1910,1
1489,Middle Aged,42,Master,Together,Lower Middle,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,1,11,2013,13,380,0
1490,Middle Aged,43,PhD,Married,Upper Middle,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,0,2,6,2013,20,736,0
1491,Old Adult,64,PhD,Divorced,Lower Middle,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,2,1,2013,11,269,0
1492,Young Adult,26,Graduation,Together,High Income,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,0,0,7,2013,28,2524,1
1493,Young Adult,36,Graduation,Together,Upper Middle,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,1,10,2013,18,612,0
1494,Young Adult,24,Graduation,Married,Lower Middle,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,1,12,2013,6,75,0
1495,Middle Aged,55,Graduation,Married,Upper Middle,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,1,2014,24,1045,0
1496,Young Adult,37,Graduation,Divorced,Low Income,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,1,12,2013,5,55,0
1497,Middle Aged,45,PhD,Together,Upper Middle,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,0,1,8,2012,15,1064,1
1498,Middle Aged,55,Graduation,Together,High Income,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,1,11,2012,21,1443,0
1499,Young Adult,26,Graduation,Married,High Income,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,1,2013,29,1366,0
1500,Young Adult,39,Master,Together,Upper Middle,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,2,2,2013,12,436,0
1501,Middle Aged,41,Master,Divorced,Low Income,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,1,2,2014,4,38,0
1502,Young Adult,37,Graduation,Married,Lower Middle,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,8,2012,14,436,0
1503,Middle Aged,41,Master,Married,Upper Middle,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,2,11,2012,19,747,0
1504,Middle Aged,59,PhD,Single,Lower Middle,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,0,0,8,2012,20,1396,1
1505,Middle Aged,40,Master,Married,Upper Middle,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,3,2014,13,928,1
1506,Middle Aged,42,Master,Married,Upper Middle,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,2,7,2013,17,642,0
1507,Young Adult,39,Master,Together,Lower Middle,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,0,1,11,2012,24,1048,1
1508,Middle Aged,43,PhD,Married,High Income,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,10,2013,23,943,0
1509,Middle Aged,56,Graduation,Together,Upper Middle,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,1,6,2013,22,907,0
1510,Young Adult,26,Graduation,Married,High Income,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,2,2014,17,1198,0
1511,Young Adult,39,Master,Single,Lower Middle,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,2,8,2012,7,120,0
1512,Middle Aged,49,Graduation,Married,High Income,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,1,11,2012,23,1658,0
1513,Young Adult,28,Graduation,Married,High Income,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,4,2014,21,1638,0
1514,Young Adult,37,Master,Together,Low Income,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,4,2013,6,73,0
1515,Young Adult,34,Graduation,Single,Upper Middle,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,1,3,2014,10,275,0
1516,Middle Aged,52,Graduation,Married,Upper Middle,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,1,11,2012,21,854,0
1517,Young Adult,36,Graduation,Married,Low Income,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,1,9,2013,6,78,0
1518,Middle Aged,42,Master,Married,Lower Middle,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,1,9,2013,6,106,0
1519,Middle Aged,44,Graduation,Single,Low Income,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,1,11,2012,5,106,0
1520,Young Adult,31,PhD,Single,High Income,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,6,2013,18,1923,0
1521,Middle Aged,43,Graduation,Together,High Income,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,5,2013,21,1662,0
1522,Young Adult,38,Graduation,Single,Lower Middle,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,1,2,2014,6,84,0
1523,Middle Aged,41,PhD,Married,Lower Middle,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,1,5,2014,5,48,0
1524,Middle Aged,41,Graduation,Single,Low Income,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,1,4,2013,0,5,0
1525,Young Adult,38,Graduation,Married,Upper Middle,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,2,11,2012,20,733,0
1526,Old Adult,66,PhD,Widow,High Income,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,4,2014,17,1234,0
1527,Middle Aged,56,Graduation,Together,Low Income,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,2,12,2012,6,112,0
1528,Young Adult,27,PhD,Single,High Income,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,2,2014,14,1658,1
1529,Middle Aged,54,Graduation,Together,Low Income,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,1,3,2013,5,55,0
1530,Young Adult,39,Master,Married,Upper Middle,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,0,1,12,2012,22,1513,1
1531,Middle Aged,56,Master,Together,Upper Middle,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,2,5,2013,11,271,1
1532,Young Adult,39,PhD,Married,High Income,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,1,6,2014,23,904,0
1533,Young Adult,39,Master,Single,Lower Middle,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,2,8,2012,7,120,0
1534,Young Adult,26,Master,Married,Low Income,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,1,9,2012,6,103,0
1535,Young Adult,26,Master,Single,Low Income,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,1,10,2012,11,269,0
1536,Young Adult,25,Graduation,Single,Low Income,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,1,12,2013,4,22,0
1537,Middle Aged,55,PhD,Widow,Upper Middle,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,12,2013,15,1156,0
1538,Middle Aged,43,PhD,Married,High Income,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,10,2012,16,1086,1
1539,Middle Aged,47,Master,Single,Upper Middle,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,1,1,2013,25,1128,0
1540,Young Adult,25,Graduation,Together,Low Income,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,1,3,2014,7,72,0
1541,Middle Aged,53,Master,Together,High Income,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,2,3,2013,23,964,0
1542,Young Adult,36,Graduation,Married,Upper Middle,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,11,2012,19,1383,0
1543,Old Adult,61,PhD,Single,Upper Middle,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,3,5,2013,3,18,0
1544,Middle Aged,50,Graduation,Divorced,Upper Middle,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,1,8,2012,21,793,0
1545,Young Adult,28,Master,Together,Lower Middle,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,1,1,2013,6,100,0
1546,Young Adult,27,Master,Married,Low Income,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,9,2013,5,80,0
1547,Middle Aged,51,Graduation,Single,Low Income,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,11,2012,7,167,0
1548,Middle Aged,57,Graduation,Widow,Upper Middle,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,0,1,1,2013,18,677,0
1549,Young Adult,39,Master,Married,Lower Middle,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,2,3,2013,3,23,0
1550,Old Adult,63,Master,Divorced,Upper Middle,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,1,10,2013,6,92,0
1551,Middle Aged,49,Master,Married,High Income,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,3,2014,15,641,0
1552,Middle Aged,58,Graduation,Married,Upper Middle,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,1,9,2012,16,1106,0
1553,Middle Aged,52,Graduation,Together,High Income,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,5,2014,13,1033,1
1554,Middle Aged,40,Graduation,Married,Upper Middle,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,1,8,2012,27,1174,0
1555,Middle Aged,47,Master,Married,Lower Middle,37054.0,89,12,1,6,0,1,5,2,1,0,3,7,0,2,9,2013,4,25,0
1556,Middle Aged,52,Master,Together,Lower Middle,47175.0,81,167,2,44,6,2,19,7,4,2,4,8,0,2,10,2012,10,240,1
1557,Young Adult,38,Graduation,Divorced,Low Income,31859.0,77,3,1,3,8,0,5,1,1,0,2,7,0,1,6,2013,3,20,0
